words,POS
سرواخی,			Noun  
سرود,			Noun  
سروری,			Noun  
سروزنه,			Noun  
سروغل,			Verb  
سروکال,			Adverb  
سروه,			Noun  
سروه,			Noun  
سروهل,			Verb  
سروهل,			Verb  
سروول,			Verb  
سرويل,			Verb  
سروې,			Noun  
سروېس,			Noun  
سروېږدی,			Noun  
سرينده,			Noun  
سريښناک,			Adjective  
سريښول,			Verb  
سريښېدل,			Verb  
سرټيټی,			Adjective  
سرځوړی,			Adjective  
سرښته,			Noun  
سرګردانه,			Adjective  
سرګردانول,			Verb  
سرګرداني,			Noun  
سرګرمي,			Noun  
سرېښ,			Noun  
سزا,			Noun  
سسپور,			Noun  
سست,			Adjective  
سستوالی,			Noun  
سستول,			Verb  
سستي,			Noun  
سستېدل,			Verb  
سسکوره,			Noun  
سطح,			Noun  
سطحي,			Adjective  
سطرنج,			Noun  
سعادت,			Noun  
سعی,			Noun  
سغ,			Noun  
سغر,			Noun  
سفارت,			Noun  
سفاک,			Noun  
سفر,			Noun  
سفربري,			Noun  
سفرخرچ,			Noun  
سفليس,			Noun  
سفير,			Noun  
سقاو,			Noun  
سقوط,			Noun  
سکاره,			Noun  
سکاروی,			Noun  
سکاسه,			Noun  
سکالرشپ,			Noun  
سکالو,			Noun  
سکام,			Noun  
سکاټلينډ,			Noun  
سکاڼ,			Noun  
سکاڼی,			Noun  
سکته,			Noun  
سکروټه,			Noun  
سکرټر,			Noun  
سکنجبين,			Noun  
سکنی,			Adjective  
سکه,			Adjective  
سکه,			Noun  
سکو,			Noun  
سکوت,			Noun  
سکور,			Noun  
سکوستل,			Verb  
سکول,			Noun  
سکولل,			Verb  
سکولګر,			Noun  
سکون,			Noun  
سکونت,			Noun  
سکونډل,			Verb  
سکونډۍ,			Noun  
سکوی,			Noun  
سکوی,			Noun  
سکي,			Noun  
سکيم,			Noun  
سکينده,			Noun  
سکړک,			Noun  
سکښتل,			Verb  
سکڼل,			Verb  
سکېچ,			Noun  
سل,			Noun  
سل,			Numerical  
سلا,			Noun  
سلابلا,			Adjective  
سلاته,			Noun  
سلاره,			Noun  
سلارۍ,			Noun  
سلالۍ,			Noun  
سلام,			Noun  
السلام عليکم,			Adverb  
سلامت,			Adjective  
سلامتيا,			Noun  
سلاوي,			Adjective  
سلايي,			Noun  
سلاټه,			Noun  
سلاګر,			Noun  
سلب,			Noun  
سلبول,			Verb  
سلبيدل,			Verb  
سلتراج,			Noun  
سلدراج,			Noun  
سلسله,			Noun  
سلطنت,			Noun  
سلطنتي,			Adjective  
سلطه,			Noun  
سلف,			Noun  
سلفر,			Noun  
سلم,			Adjective  
سلم,			Noun  
سلماني,			Noun  
سلنډر,			Noun  
سلنډه,			Noun  
سلواغه,			Noun  
سلوک,			Noun  
سلول,			Noun  
سليپر,			Noun  
سليز,			Noun  
سليس,			Noun  
سليقه,			Noun  
سليمان,			Noun  
سليمان خيل,			Noun  
سلګون,			Noun  
سلګۍ,			Noun  
سلېټ,			Noun  
سم,			Adjective  
سماسم,			Adjective  
سماغ,			Noun  
سماوات,			Noun  
سماوار,			Noun  
سماوارچي,			Noun  
سمبال,			Adjective  
سمبالول,			Verb  
سمبوسه,			Noun  
سمبول,			Noun  
سمت,			Adjective  
سمت,			Noun  
سمتي,			Adjective  
سمخ,			Adjective  
سمدستي,			Adverb  
سمدلاسه,			Adverb  
سمدم,			Adverb  
سمساره,			Noun  
سمستر,			Noun  
سمسور,			Adjective  
سمسورول,			Verb  
سمسورېدل,			Verb  
سمند,			Noun  
سمندر,			Noun  
سمنک,			Noun  
سمنو,			Noun  
سموالی,			Noun  
سمول,			Verb  
سمون,			Noun  
سمڅ,			Noun  
سمڅه,			Noun  
سمښت,			Noun  
سمېدل,			Verb  
سن,			Noun  
سنا,			Noun  
سناتور,			Noun  
سناتوريم,			Noun  
سناريو,			Noun  
سنبل,			Noun  
سنبله,			Noun  
سنت,			Noun  
سنتره,			Noun  
سنتول,			Verb  
سنتي,			Noun  
سنج,			Noun  
سنجاب,			Noun  
سنجاق,			Noun  
سنجش,			Noun  
سنجه,			Noun  
سنجول,			Verb  
سند,			Noun  
سندان,			Noun  
سندرغاړی,			Noun  
سندره,			Noun  
سندلۍ,			Noun  
سنسکرټ,			Noun  
سنکيا,			Noun  
سنه,			Noun  
سني,			Adjective  
سنډا,			Noun  
سنګر,			Noun  
سنګسار,			Noun  
سنۍ,			Noun  
سه شنبه,			Noun  
سهار,			Noun  
سهارنی,			Adjective  
سهامي,			Adjective  
سهل الهضم,			Adjective  
سهم,			Noun  
سهم لرونکی,			Noun  
سهميه,			Noun  
سهولت,			Noun  
سهوه,			Noun  
سهوه,			Noun  
سهيل,			Noun  
سهيلي,			Adjective  
سهيم,			Noun  
سوابق,			Noun  
سواد,			Noun  
سوال,			Noun  
سوالګر,			Noun  
سوان,			Noun  
سوانح,			Noun  
سوب,			Noun  
سوبت,			Noun  
سوبتيا,			Noun  
سوبمن,			Adjective  
سوبه,			Noun  
سوپ,			Noun  
سوتره,			Adjective  
سوچ,			Adverb  
سوچ,			Noun  
سوچه,			Adjective  
سود,			Noun  
سودايي,			Adjective  
سوداګر,			Noun  
سوداګري,			Noun  
سودخور,			Noun  
سودمن,			Adjective  
سوده,			Noun  
سور,			Adjective  
سور,			Noun  
سوراک,			Noun  
سوران,			Noun  
سوراړ,			Noun  
سوربوڼی,			Noun  
سورپوستی,			Adjective  
سورت,			Noun  
سورتول,			Verb  
سورسات,			Noun  
سورسورکه,			Noun  
سورکی,			Noun  
سورلنډی,			Noun  
سورنا,			Noun  
سورنجن,			Noun  
سوره,			Noun  
سوروالی,			Noun  
سورول,			Verb  
سوري,			Noun  
سوري سومبری,			Adjective  
سوريه,			Noun  
سورڼی,			Noun  
سوری,			Noun  
سوری سوری,			Adjective  
سوزني,			Noun  
سوزول,			Verb  
سوزېدل,			Verb  
سوسن,			Noun  
سوسني بانجڼ,			Noun  
سوسيالستي,			Adjective  
سوسياليزم,			Noun  
سوسياليست,			Noun  
سوسيولوژي,			Noun  
سوغ,			Noun  
سوغات,			Noun  
سوغالی,			Noun  
سوغل,			Verb  
سوغن,			Adjective  
سوغول,			Verb  
سوق الجيشي,			Adjective  
سوک,			Noun  
سوکالي,			Noun  
سوکه,			Adverb  
سوکړ,			Adjective  
سوکړک,			Noun  
سوکی,			Noun  
سوکۍ,			Noun  
سول,			Noun  
سول,			Noun  
سول,			Verb  
سولاغه,			Noun  
سولاند,			Adjective  
سولند,			Adjective  
سوله,			Noun  
سوله بوله,			Adjective  
سولول,			Verb  
سوليدل,			Verb  
سولۍ,			Noun  
سوم,			Noun  
سومبل,			Verb  
سونجه,			Noun  
سوندخ,			Noun  
سونه,			Noun  
سونټی,			Adjective  
سونځ,			Noun  
سونډ,			Noun  
سونډک,			Noun  
سونډه,			Noun  
سونډي,			Adjective  
سونګ,			Noun  
سونګل,			Verb  
سونګن,			Noun  
سونګوټ,			Noun  
سونګټ,			Noun  
سوه,			Noun  
سوه,			Numerical  
سوهان,			Noun  
سويچ,			Noun  
سويچبورډ,			Noun  
سويس,			Noun  
سويه,			Noun  
سويه,			Noun  
سويټزرلنډ,			Noun  
سويډن,			Noun  
سويډنی,			Adjective  
سوټک,			Noun  
سوټی,			Noun  
سوځند,			Adjective  
سوځول,			Verb  
سوځوونکی,			Verb  
سوځېدل,			Verb  
سوډا,			Noun  
سوډر,			Noun  
سوړ,			Adjective  
سوړپوړ,			Adjective  
سوړسک,			Noun  
سوړن,			Adjective  
سوړه,			Noun  
سوړوالی,			Noun  
سوړې,			Noun  
سوګ,			Noun  
سوګت,			Noun  
سوګر,			Adjective  
سوګلۍ,			Noun  
سوڼ,			Noun  
سوڼ,			Noun  
سوڼول,			Verb  
سوڼي,			Adjective  
سوی,			Adjective  
سوی,			Adjective  
سوی,			Noun  
سوۍ,			Noun  
سياحت,			Noun  
سياره,			Noun  
سياست,			Noun  
سياست پوه,			Noun  
سياست پوهنه,			Noun  
سياستمدار,			Noun  
سياسي,			Adjective  
سيال,			Noun  
سيالنګي,			Noun  
سياله,			Noun  
سيالي,			Noun  
سيانس,			Noun  
سيپۍ,			Noun  
سيخ,			Adjective  
سيخ,			Noun  
سيخل,			Verb  
سيخول,			Verb  
سيد,			Noun  
سيده,			Adjective  
سيرم,			Noun  
سيسټم,			Noun  
سيسټماټيک,			Adjective  
سيسۍ,			Noun  
سيف,			Noun  
سيل,			Noun  
سيله,			Noun  
سيله ګر,			Noun  
سيم,			Noun  
سيم ګل,			Noun  
سيماب,			Noun  
سيمرغ,			Noun  
سيمه,			Noun  
سيمه يين,			Adjective  
سين,			Noun  
سيند,			Noun  
سينما,			Noun  
سينه,			Noun  
سينګار,			Noun  
سينګارول,			Verb  
سيه,			Noun  
سيين,			Adjective  
سيځل,			Verb  
سټ,			Adjective  
سټ سمټ,			Adjective  
سټار,			Noun  
سټاف,			Noun  
سټاله,			Noun  
سټک,			Noun  
سټه,			Noun  
سټول,			Verb  
سټېشن,			Noun  
سټېډيوم,			Noun  
سڅ,			Adjective  
سړبن,			Noun  
سړک,			Noun  
سړه,			Noun  
سړه لوه,			Noun  
سړوبی,			Noun  
سړول,			Verb  
سړيتوب,			Noun  
سړيخور,			Adjective  
سړی,			Noun  
سړېچن,			Adjective  
سړېدل,			Verb  
سږکال,			Adverb  
سږمه,			Noun  
سږنی,			Adjective  
سږی,			Noun  
سګ لاوو,			Noun  
سګرټ,			Noun  
سګرټی,			Noun  
سګک,			Noun  
سګه,			Noun  
سڼ,			Noun  
سڼ,			Noun  
سڼول,			Verb  
سېب,			Noun  
سېب,			Noun  
سېپاره,			Noun  
سېر,			Noun  
سېرلی,			Noun  
سېرلۍ,			Noun  
سېک,			Noun  
سېل,			Noun  
سېلاب,			Noun  
سېلانی,			Noun  
سېلاو,			Noun  
سېلاوه,			Noun  
سېلو,			Noun  
سېلی,			Noun  
سېلۍ,			Noun  
سېټ,			Noun  
ش,			Noun  
شا,			Noun  
شا په شا,			Adjective  
شاب,			Noun  
شاباز,			Noun  
شاباسی,			Noun  
شابس,			interjection  
شابوتی,			Adjective  
شابوکی,			Adjective  
شابېل,			Noun  
شاپ,			Noun  
شاپ,			Noun  
شاپيانګه,			Noun  
شاپېټی,			Noun  
شات,			Noun  
شاتر,			Noun  
شاتره,			Noun  
شاتماغه,			Adjective  
شاتنی,			Adjective  
شاته,			Adverb  
شاتوت,			Noun  
شاتوری,			Noun  
شاخص,			Noun  
شاخل,			Noun  
شادي,			Noun  
شاربونکی,			Noun  
شارژدافير,			Noun  
شارلتان,			Adjective  
شارو,			Noun  
شاريګر,			Noun  
شارټ,			Adjective  
شاز,			Adjective  
شازه,			Noun  
شاسي,			Noun  
شاطر,			Noun  
شاعر,			Noun  
شاعرانه,			Adjective  
شاعري,			Noun  
شاقه,			Adjective  
شاکاسه,			Noun  
شاکوپی,			Adjective  
شاکړوپ,			Adjective  
شال,			Noun  
شالکی,			Noun  
شامپين,			Noun  
شامت,			Noun  
شامتوره,			Noun  
شامتوله,			Noun  
شامدام,			Adverb  
شامل,			Adjective  
شاملول,			Verb  
شاملېدل,			Verb  
شامي کباب,			Noun  
شامۍ,			Noun  
شانته,			Adverb  
شانه وانه,			Adjective  
شانټۍ,			Noun  
شانډۍ,			Noun  
شانګه,			Noun  
شانګوړی,			Adjective  
شانګۍ,			Noun  
شانې,			Adverb  
شاه توت,			Noun  
شاهد,			Noun  
شاهدي,			Noun  
شاهکار,			Noun  
شاهنشاه,			Noun  
شاهي,			Adjective  
شاوخوا,			Adverb  
شاور,			Noun  
شاول,			Noun  
شاولي واولي,			Adjective  
شاوړی,			Noun  
شايعه,			Noun  
شاټينګه,			Noun  
شاځه,			Noun  
شاړتوب,			Noun  
شاړتوب,			Noun  
شاړتي,			Noun  
شاړتيا,			Noun  
شاړول,			Verb  
شاړي واري,			Adjective  
شاړې,			Noun  
شاړېدل,			Verb  
شاګرد,			Noun  
شاګردي,			Noun  
شاګۍ,			Noun  
شباهت,			Noun  
شبح,			Noun  
شبخون,			Noun  
شبری,			Noun  
شبکه,			Noun  
شبکيه,			Noun  
شبنم,			Noun  
شبه,			Noun  
شبو,			Noun  
شبۍ,			Noun  
شپ,			Adjective  
شپ,			Noun  
شپانه,			Noun  
شپاړس,			Numerical  
شپاړلس,			Numerical  
شپشتې,			Noun  
شپنکی,			Noun  
شپني,			Noun  
شپنی,			Adjective  
شپه,			Noun  
شپه,			Noun  
شپه تېری,			Noun  
شپه روڼی,			Noun  
شپو,			Noun  
شپول,			Noun  
شپول,			Noun  
شپون,			Noun  
شپوږۍ,			Noun  
شپيانه,			Noun  
شپيشتی,			Noun  
شپيشتې,			Noun  
شپړ,			Adjective  
شپړه,			Noun  
شپږم,			Numerical  
شپږن,			Adjective  
شپږه,			Noun  
شپږڅنډی,			Noun  
شپږډزی,			Noun  
شپږګون,			Noun  
شپږۍ,			Noun  
شپېته,			Noun  
شپېته,			Numerical  
شپېتۍ,			Noun  
شپېلغی,			Noun  
شپېلک,			Noun  
شپېلکی,			Noun  
شپېلل,			Verb  
شپېلندر,			Noun  
شپېلۍ,			Noun  
شت,			Noun  
شترمرغ,			Noun  
شتمن,			Adjective  
شتمني,			Noun  
شته,			Noun  
شجاعت,			Noun  
شجره,			Noun  
شحمي,			Adjective  
شخصي,			Adjective  
شخصيت,			Noun  
شخول,			Noun  
شخوند,			Noun  
شخړه,			Noun  
شد,			Noun  
شدت,			Noun  
شدياره,			Noun  
شديد,			Adjective  
شر,			Noun  
شراب,			Noun  
شرابي,			Adjective  
شرافت,			Noun  
شراکت,			Noun  
شرايط,			Noun  
شربت,			Noun  
شرپهار,			Noun  
شرح,			Noun  
شرشر,			Noun  
شرطنامه,			Noun  
شرع,			Noun  
شرعي,			Adjective  
شرف,			Noun  
شرق,			Noun  
شرقي,			Adjective  
شرک,			Noun  
شرکت,			Noun  
شرم,			Noun  
شرمناک,			Adjective  
شرمندوکی,			Adjective  
شرمول,			Verb  
شرمښ,			Noun  
شرمښکۍ,			Noun  
شرمېدل,			Verb  
شرنګ,			Noun  
شرنګا,			Noun  
شرنګانی,			Noun  
شرنګهار,			Noun  
شرنګول,			Verb  
شرنګی,			Noun  
شرنګېدل,			Verb  
شرهار,			Noun  
شروع,			Noun  
شروع کول,			Verb  
شروع کيدل,			Verb  
شريان,			Noun  
شرير,			Adjective  
شريعت,			Noun  
شريف,			Adjective  
شريکول,			Verb  
شريکېدل,			Verb  
شری,			Noun  
شستی,			Noun  
ششک,			Noun  
شطرنج,			Noun  
شعار,			Noun  
شعبه,			Noun  
شعر,			Noun  
شعور,			Noun  
شعوري,			Adjective  
شغل,			Noun  
شغله,			Noun  
شفا,			Noun  
شفاخانه,			Noun  
شفاعت,			Noun  
شفاف,			Adjective  
شفاهي,			Adjective  
شفتالو,			Noun  
شفق,			Noun  
شفقت,			Noun  
شک,			Adjective  
شک,			Noun  
شکاک,			Adjective  
شکاکيت,			Noun  
شکايت,			Noun  
شکر,			Noun  
شکرانه,			Noun  
شکرپاره,			Noun  
شکره,			Noun  
شکرۍ,			Noun  
شکست,			Noun  
شکسته بند,			Noun  
شکل,			Noun  
شکم پاره,			Noun  
شکمن,			Adjective  
شکنجه,			Noun  
شکنه,			Noun  
شکور,			Noun  
شکول,			Verb  
شکېدل,			Verb  
شکېل,			Noun  
شکېلول,			Verb  
شل,			Adjective  
شل,			Numerical  
شلاخه,			Noun  
شلاونډ,			Noun  
شلبره,			Adjective  
شلت,			Adjective  
شلخی,			Noun  
شلغم,			Noun  
شلنډ,			Adjective  
شلنګ,			Noun  
شلول,			Verb  
شليته,			Adjective  
شليک,			Noun  
شليل,			Noun  
شلی,			Noun  
شم,			Noun  
شمارل,			Verb  
شماره,			Noun  
شمال,			Noun  
شمالي,			Adjective  
شمزۍ,			Noun  
شمسي,			Adjective  
شمشتی,			Noun  
شمع,			Noun  
شمکور,			Adjective  
شمله,			Noun  
شمه,			Noun  
شمول,			Noun  
شمېر,			Noun  
شمېرل,			Verb  
شناخت,			Noun  
شناخته,			Adjective  
شناخته,			Noun  
شنالغه,			Adjective  
شناوۍ,			Adjective  
شنبۍ,			Noun  
شنبې,			Noun  
شنغته,			Noun  
شننه,			Noun  
شنه,			Noun  
شنه خړه,			Noun  
شنه زرغونه,			Noun  
شنه لوخړه,			Noun  
شنه ټوخله,			Noun  
شنوالی,			Noun  
شنډ,			Adjective  
شنډول,			Verb  
شنډېدل,			Verb  
شنګری,			Noun  
شنی,			Noun  
شنې,			Noun  
شنېلی,			Noun  
شها,			Noun  
شهاب ثاقب,			Noun  
شهادت,			Noun  
شهادتنامه,			Noun  
شهامت,			Noun  
شهرت,			Noun  
شهو,			Noun  
شهواني,			Adjective  
شهوت,			Noun  
شهوتي,			Adjective  
شهيد,			Noun  
شهين,			Noun  
شهۍ,			Noun  
شواخون,			Noun  
شوار,			Adjective  
شواروز,			Noun  
شواړ,			Adjective  
شواړي شواړي,			Adjective  
شوبله,			Noun  
شوبله,			Noun  
شوبی,			Noun  
شوپ,			Noun  
شوپرک,			Noun  
شوپه,			Adjective  
شوپه شو,			Adverb  
شوپيان,			Noun  
شوپيانه,			Noun  
شوپړ,			Adjective  
شوتالو,			Noun  
شوترکې,			Noun  
شوتل,			Noun  
شوتله,			Noun  
شوته,			Noun  
شوتي,			Noun  
شوخ,			Adjective  
شوخي,			Noun  
شوده,			Adjective  
شوده,			Noun  
شودې,			Noun  
شور,			Noun  
شورا,			Noun  
شورش,			Noun  
شورکۍ,			Noun  
شورماشور,			Noun  
شورهار,			Noun  
شوروا,			Noun  
شوروغوغا,			Noun  
شوروي اتحاد,			Noun  
شورويان,			Noun  
شورېدل,			Verb  
شوش,			Noun  
شوشتی,			Noun  
شوغ,			Noun  
شوغول,			Verb  
شوغېدل,			Verb  
شوق,			Noun  
شوقمن,			Adjective  
شوقي,			Adjective  
شوک,			Noun  
شوکاره,			Noun  
شوکاڼی,			Noun  
شوکت,			Noun  
شوکمار,			Noun  
شوکه,			Noun  
شوکور,			Noun  
شوله,			Noun  
شوله,			Noun  
شولې,			Noun  
شوم,			Adjective  
شومه,			Noun  
شونډ,			Noun  
شونډان,			Noun  
شونډک,			Noun  
شونډه,			Noun  
شونډور,			Adjective  
شونی,			Adjective  
شوه,			Noun  
شوټ,			Noun  
شوټکه,			Noun  
شوټه,			Adjective  
شوډنګ,			Noun  
شوړايي,			Noun  
شوړتک,			Adjective  
شوړه,			Noun  
شوړول,			Verb  
شوړګی,			Noun  
شوګير,			Noun  
شيدې,			Noun  
شيربرنج,			Noun  
شيرچايي,			Adjective  
شيرچای,			Noun  
شيرخط,			Noun  
شيرخوره,			Adjective  
شيرخښت,			Noun  
شيرذان,			Noun  
شيرکټی,			Noun  
شيره,			Noun  
شيشکه,			Noun  
شيشکه,			Noun  
شيشنل,			Verb  
شيشنی,			Noun  
شيطان,			Noun  
شيطاني,			Noun  
شيعه,			Adjective  
شيک,			Adjective  
شين,			Adjective  
شين,			Noun  
شين تنی,			Noun  
شين شوبی,			Noun  
شين غزی,			Noun  
شيندل,			Noun  
شيندل,			Verb  
شينوالی,			Noun  
شينی,			Noun  
شيګړه,			Adjective  
شيګړه,			Noun  
شډل,			Adjective  
شړپ,			Noun  
شړپېدل,			Verb  
شړشم,			Noun  
شړل,			Verb  
شړول,			Verb  
شړومبې,			Noun  
شړۍ,			Noun  
شړېدل,			Verb  
شګلن,			Adjective  
شګه,			Noun  
شګوفه,			Noun  
شګون,			Noun  
شګوڼ,			Noun  
شڼ,			Adjective  
شڼ,			Noun  
شڼا,			Noun  
شڼشڼی,			Noun  
شڼهار,			Noun  
شڼول,			Verb  
شی,			Noun  
شېبه,			Noun  
شېخ,			Noun  
شېريني,			Noun  
شېله,			Noun  
شېټ,			Noun  
ص,			Noun  
صابر,			Adjective  
صابون,			Noun  
صاحب,			Noun  
صاحب منصب,			Noun  
